Episode,Steps
0,901
1,986
2,844
3,953
4,862
5,808
6,870
7,911
8,897
9,896
10,1085
11,863
12,889
13,900
14,947
15,866
16,887
17,904
18,889
19,796
20,983
21,846
22,953
23,930
24,965
25,887
26,883
27,1028
28,890
29,1006
30,941
31,811
32,957
33,985
34,930
35,822
36,981
37,860
38,870
39,1015
40,936
41,818
42,851
43,890
44,941
45,900
46,866
47,798
48,877
49,803
50,880
51,913
52,919
53,988
54,923
55,870
56,847
57,933
58,943
59,913
60,870
61,736
62,996
63,914
64,1002
65,912
66,929
67,957
68,879
69,895
70,964
71,880
72,1019
73,872
74,978
75,902
76,897
77,941
78,753
79,924
80,848
81,982
82,863
83,915
84,876
85,855
86,744
87,928
88,928
89,912
90,933
91,964
92,904
93,851
94,929
95,881
96,905
97,874
98,962
99,911
