Episode,Steps
0,942
1,1003
2,942
3,886
4,925
5,849
6,822
7,873
8,940
9,931
10,998
11,983
12,858
13,873
14,975
15,925
16,917
17,852
18,847
19,827
20,953
21,921
22,1022
23,972
24,962
25,855
26,938
27,1094
28,948
29,954
30,932
31,769
32,1009
33,896
34,980
35,1015
36,1022
37,977
38,854
39,965
40,1003
41,824
42,814
43,917
44,1086
45,868
46,891
47,828
48,841
49,809
50,845
51,907
52,817
53,992
54,937
55,893
56,925
57,942
58,961
59,969
60,870
61,804
62,920
63,915
64,921
65,1002
66,918
67,918
68,906
69,855
70,1004
71,832
72,974
73,930
74,926
75,960
76,831
77,921
78,743
79,885
80,849
81,879
82,859
83,985
84,937
85,808
86,766
87,964
88,927
89,989
90,956
91,936
92,935
93,879
94,1036
95,775
96,879
97,876
98,912
99,931
