Episode,Steps,Agent0,Agent1,Agent2,Agent3,Agent4,Agent5,Total
0,899,-829.4000000000026,-834.099999999998,-874.9000000000053,-867.6000000000056,-850.400000000008,-842.8000000000071,-5099.200000000027
10,1999,-1908.6999999999969,-2053.0999999999294,-1971.6999999999916,-1985.099999999983,-2022.2999999999417,-1923.5000000000118,-11864.399999999856
20,862,-733.0000000000052,-766.0999999999947,-799.3000000000027,-800.199999999998,-768.8000000000033,-769.1999999999965,-4636.6
30,800,-700.800000000008,-723.6999999999986,-728.5999999999992,-771.6000000000053,-694.0000000000022,-745.4000000000052,-4364.100000000019
40,1029,-971.40000000001,-968.5000000000023,-979.2000000000043,-972.7000000000014,-967.8000000000077,-958.2000000000036,-5817.800000000029
50,610,-485.20000000000465,-528.8999999999983,-554.499999999998,-533.0999999999992,-520.5999999999985,-547.3000000000021,-3169.6000000000004
60,785,-692.3000000000097,-723.2000000000016,-741.9000000000027,-734.1000000000041,-731.4000000000099,-742.5000000000094,-4365.400000000037
70,1253,-1160.1999999999975,-1234.8000000000116,-1246.7000000000069,-1216.999999999997,-1241.4999999999964,-1293.999999999993,-7394.200000000003
80,759,-639.1000000000053,-678.8999999999953,-709.3000000000011,-685.3999999999996,-708.6000000000047,-715.4000000000069,-4136.700000000013
90,641,-494.60000000000355,-552.2999999999984,-579.2999999999986,-562.0999999999999,-539.6000000000018,-585.7000000000049,-3313.6000000000067
100,866,-763.7000000000066,-819.9000000000053,-831.2000000000048,-829.2000000000052,-811.0000000000099,-815.5000000000066,-4870.500000000038
110,696,-555.2000000000031,-595.9999999999975,-619.6999999999981,-596.799999999998,-588.500000000003,-614.1000000000024,-3570.300000000002
120,627,-490.30000000000405,-555.7000000000002,-576.500000000003,-573.700000000003,-566.6000000000066,-588.0000000000075,-3350.800000000024
130,687,-587.8000000000059,-613.9000000000001,-628.1000000000001,-615.4000000000019,-606.2000000000046,-631.7000000000058,-3683.100000000018
140,845,-690.1000000000043,-781.4000000000002,-788.5000000000008,-785.0000000000036,-811.00000000001,-826.5000000000114,-4682.500000000031
150,915,-785.000000000004,-851.2000000000035,-890.7000000000093,-855.5000000000032,-874.0000000000117,-899.8000000000129,-5156.200000000044
160,832,-720.8000000000054,-770.7999999999988,-791.0000000000032,-759.2000000000003,-779.0000000000089,-792.9000000000094,-4613.700000000026
170,877,-756.8000000000051,-817.800000000003,-834.2000000000065,-818.0000000000036,-825.8000000000096,-867.700000000012,-4920.30000000004
180,755,-597.0000000000052,-690.9000000000013,-718.1000000000029,-716.0000000000009,-701.8000000000069,-712.200000000006,-4136.000000000023
190,957,-822.7000000000089,-921.4000000000083,-932.3000000000073,-924.7000000000062,-905.5000000000105,-927.400000000009,-5434.00000000005
200,775,-620.0000000000042,-707.6999999999996,-747.5000000000041,-717.0000000000051,-724.60000000001,-734.3000000000096,-4251.100000000032
210,899,-784.400000000009,-840.7000000000037,-865.8000000000046,-849.5000000000045,-859.4000000000129,-885.2000000000136,-5085.000000000048
220,742,-599.3000000000055,-689.4000000000036,-702.9000000000062,-645.8999999999969,-702.1000000000076,-686.1000000000031,-4025.700000000023
230,698,-555.900000000003,-641.7999999999994,-631.7000000000006,-652.6000000000038,-627.0000000000044,-654.6000000000053,-3763.600000000017
