Episode,Steps,Agent0,Agent1,Agent2,Agent3,Agent4,Agent5,Total
0,448,-311.4000000000022,-363.6999999999987,-380.49999999999994,-361.29999999999836,-330.3000000000005,-366.40000000000117,-2113.600000000001
10,568,-390.90000000000356,-453.89999999999674,-481.39999999999844,-450.2999999999959,-422.69999999999766,-446.6000000000036,-2645.7999999999956
20,544,-363.6000000000014,-437.8999999999972,-447.3999999999968,-434.4999999999963,-428.2999999999995,-453.60000000000184,-2565.2999999999934
30,522,-363.00000000000324,-415.8999999999971,-447.19999999999845,-413.6999999999969,-388.29999999999814,-403.00000000000273,-2431.0999999999967
40,546,-369.30000000000155,-438.49999999999653,-463.5999999999982,-437.0999999999964,-411.09999999999815,-454.7000000000008,-2574.2999999999915
50,490,-340.20000000000243,-405.09999999999917,-411.1999999999979,-397.0999999999975,-386.1,-415.5000000000017,-2355.199999999999
60,461,-317.900000000001,-372.9999999999982,-400.89999999999947,-370.99999999999807,-353.1999999999992,-364.70000000000266,-2180.6999999999985
70,492,-336.400000000001,-396.89999999999765,-410.6999999999977,-396.6999999999978,-362.8999999999993,-404.4000000000012,-2307.9999999999945
80,465,-311.80000000000217,-370.59999999999803,-379.99999999999727,-369.5999999999981,-330.3999999999991,-370.90000000000174,-2133.2999999999965
90,574,-462.7000000000044,-474.5999999999964,-498.20000000000107,-471.69999999999675,-435.09999999999735,-462.50000000000244,-2804.799999999998
100,544,-406.20000000000266,-450.6999999999974,-456.7999999999965,-441.2999999999964,-400.7999999999985,-448.90000000000236,-2604.699999999994
110,572,-398.30000000000365,-461.0999999999972,-477.199999999999,-454.8999999999956,-421.6999999999977,-462.50000000000193,-2675.699999999995
120,437,-307.2000000000009,-356.799999999999,-357.3000000000004,-356.2999999999983,-305.4000000000012,-349.80000000000183,-2032.8000000000015
130,494,-343.1000000000015,-401.19999999999754,-411.39999999999657,-400.29999999999757,-363.09999999999894,-394.0000000000031,-2313.0999999999954
140,469,-314.7000000000009,-387.29999999999825,-379.1999999999988,-376.1999999999982,-343.59999999999985,-364.9000000000028,-2165.8999999999987
150,487,-332.90000000000106,-393.3999999999977,-402.5999999999982,-390.39999999999793,-352.79999999999865,-407.0000000000011,-2279.0999999999945
160,466,-325.20000000000226,-376.9999999999984,-387.1999999999973,-373.99999999999824,-329.29999999999916,-370.50000000000125,-2163.1999999999966
170,515,-347.00000000000097,-412.8999999999972,-416.09999999999854,-415.7999999999971,-370.7999999999985,-406.6000000000019,-2369.199999999994
180,502,-339.500000000002,-404.99999999999756,-410.89999999999714,-401.29999999999734,-356.2999999999998,-414.6000000000016,-2327.5999999999954
190,545,-363.10000000000093,-435.79999999999666,-458.9999999999964,-436.1999999999965,-406.19999999999783,-453.7000000000013,-2553.9999999999895
200,479,-324.5000000000023,-381.69999999999806,-385.099999999998,-380.3999999999979,-342.19999999999965,-386.20000000000147,-2200.099999999997
210,410,-278.40000000000117,-328.0999999999996,-341.3999999999987,-327.49999999999943,-290.3000000000009,-316.80000000000194,-1882.5000000000018
220,485,-332.0000000000021,-391.0999999999981,-409.19999999999686,-390.5999999999977,-361.7999999999991,-393.7000000000014,-2278.399999999995
230,433,-295.60000000000116,-346.3999999999987,-364.4999999999973,-347.99999999999915,-307.6,-331.2000000000022,-1993.2999999999984
240,513,-353.300000000002,-410.1999999999976,-418.1999999999965,-417.0999999999971,-371.19999999999885,-419.80000000000115,-2389.7999999999934
250,530,-362.200000000002,-420.69999999999703,-450.69999999999874,-424.29999999999677,-393.2999999999982,-406.8000000000029,-2457.9999999999955
