Episode,Steps,Agent0,Agent1,Agent2,Agent3,Agent4,Agent5,Total
0,636,-491.90000000000344,-574.1000000000029,-591.8000000000047,-561.5000000000007,-557.5000000000051,-587.5000000000058,-3364.300000000023
10,504,-344.30000000000194,-403.6999999999978,-423.3999999999976,-400.69999999999743,-380.9000000000004,-401.2000000000029,-2354.199999999998
20,604,-430.3000000000035,-509.2999999999993,-523.6000000000001,-505.89999999999844,-482.2999999999991,-525.5000000000031,-2976.9000000000037
30,593,-439.2000000000033,-503.79999999999853,-537.6000000000039,-489.19999999999607,-483.0000000000024,-511.3000000000047,-2964.100000000009
40,694,-553.4000000000051,-604.699999999997,-649.6000000000029,-603.0999999999989,-610.1000000000048,-634.2000000000068,-3655.1000000000154
50,451,-317.10000000000224,-369.79999999999865,-377.59999999999917,-366.99999999999864,-347.00000000000074,-369.2000000000013,-2147.7000000000007
60,585,-453.2000000000034,-497.1999999999977,-520.8000000000003,-509.80000000000047,-503.400000000004,-535.0000000000038,-3019.4000000000096
70,852,-712.3000000000046,-791.1000000000032,-840.9000000000104,-784.1000000000008,-811.5000000000117,-833.00000000001,-4772.9000000000415
80,543,-390.5000000000023,-456.59999999999627,-481.8999999999979,-450.59999999999667,-451.00000000000006,-475.4000000000025,-2705.9999999999955
90,500,-343.5000000000019,-406.49999999999767,-427.89999999999884,-408.89999999999833,-380.8999999999983,-394.9000000000026,-2362.5999999999976
100,625,-513.7000000000043,-553.1999999999982,-573.5000000000013,-536.7999999999979,-549.800000000005,-551.4000000000012,-3278.400000000008
110,598,-411.60000000000304,-484.6999999999953,-503.69999999999715,-480.09999999999553,-451.899999999998,-490.3000000000022,-2822.299999999991
120,468,-346.6000000000021,-402.099999999999,-408.1999999999985,-384.8999999999983,-384.50000000000307,-378.90000000000254,-2305.2000000000035
130,522,-382.1000000000025,-441.90000000000026,-447.4999999999988,-430.0999999999972,-428.900000000003,-453.5000000000032,-2584.000000000005
140,592,-457.40000000000276,-510.9000000000006,-525.3000000000004,-512.1000000000005,-502.7000000000032,-522.5000000000039,-3030.9000000000115
150,645,-491.10000000000383,-555.999999999997,-599.3000000000052,-566.9999999999995,-574.6000000000058,-586.8000000000055,-3374.800000000017
160,606,-482.8000000000059,-514.4999999999974,-524.2999999999972,-530.0999999999973,-505.10000000000304,-530.5000000000049,-3087.300000000006
170,651,-494.1000000000028,-576.2000000000005,-594.7000000000019,-573.8000000000018,-553.8000000000044,-587.7000000000046,-3380.3000000000156
