Episode,Steps
0,902
1,807
2,658
3,922
4,690
5,844
6,609
7,901
8,934
9,954
10,529
11,735
12,603
13,527
14,578
15,674
16,498
17,510
18,609
19,679
20,841
21,853
22,843
23,816
24,595
25,693
26,824
27,519
28,539
29,1134
30,816
31,621
32,810
33,733
34,947
35,850
36,645
37,866
38,515
39,656
40,980
41,706
42,617
43,671
44,753
45,880
46,758
47,619
48,767
49,575
50,614
51,700
52,643
53,509
54,531
55,786
56,658
57,870
58,1189
59,647
60,829
61,509
62,740
63,498
64,556
65,527
66,836
67,801
68,482
69,896
70,1262
71,789
72,755
73,879
74,997
75,1052
76,621
77,595
78,759
79,793
80,765
81,1040
82,1291
83,695
84,578
85,889
86,488
87,819
88,908
89,714
90,648
91,693
92,554
93,1221
94,978
95,725
96,657
97,984
98,773
99,534
