Episode,Steps
0,1221
1,1144
2,814
3,1253
4,955
5,1174
6,830
7,1211
8,1266
9,1353
10,671
11,1004
12,794
13,700
14,754
15,915
16,703
17,605
18,838
19,919
20,1152
21,1151
22,1173
23,1119
24,766
25,922
26,1146
27,586
28,720
29,1579
30,1052
31,891
32,1108
33,1004
34,1280
35,1146
36,842
37,1129
38,693
39,813
40,1333
41,942
42,819
43,858
44,1014
45,1192
46,1026
47,840
48,1007
49,796
50,805
51,977
52,853
53,668
54,628
55,1091
56,946
57,1235
58,1658
59,847
60,1122
61,729
62,1033
63,618
64,724
65,707
66,1107
67,1061
68,583
69,1230
70,1744
71,1104
72,1030
73,1209
74,1314
75,1431
76,747
77,805
78,987
79,1046
80,1014
81,1436
82,1756
83,944
84,718
85,1206
86,669
87,1104
88,1266
89,959
90,839
91,963
92,726
93,1699
94,1329
95,970
96,889
97,1337
98,1029
99,697
