Episode,Steps
0,481
1,553
2,483
3,529
4,502
5,489
6,481
7,523
8,540
9,465
10,514
11,492
12,501
13,469
14,477
15,492
16,487
17,466
18,509
19,456
20,519
21,496
22,590
23,529
24,506
25,483
26,496
27,581
28,525
29,534
30,510
31,447
32,548
33,524
34,558
35,476
36,509
37,503
38,510
39,508
40,519
41,482
42,473
43,516
44,545
45,523
46,493
47,488
48,506
49,467
50,480
51,452
52,453
53,534
54,517
55,479
56,450
57,493
58,565
59,538
60,469
61,438
62,534
63,500
64,538
65,515
66,513
67,524
68,521
69,470
70,513
71,484
72,527
73,517
74,519
75,526
76,482
77,549
78,520
79,485
80,515
81,497
82,497
83,513
84,531
85,463
86,446
87,513
88,497
89,521
90,497
91,520
92,505
93,496
94,475
95,455
96,499
97,495
98,487
99,494
