Episode,Steps,Agent0,Agent1,Agent2,Agent3,Agent4,Agent5,Total
1,627,-506.10000000000343,-545.299999999999,-559.3999999999963,-545.9999999999984,-520.5000000000015,-560.900000000005,-3238.200000000004
2,519,-394.5000000000034,-462.4000000000038,-449.4999999999987,-441.40000000000003,-428.70000000000215,-435.60000000000207,-2612.1000000000104
3,699,-571.7000000000044,-628.9999999999994,-656.4000000000016,-617.0999999999987,-630.8000000000021,-634.300000000006,-3739.300000000012
4,515,-406.8000000000031,-465.0000000000002,-457.9000000000001,-441.69999999999925,-449.2000000000034,-461.3000000000029,-2681.900000000009
5,566,-449.10000000000355,-514.4000000000029,-513.7999999999998,-500.4999999999976,-503.700000000002,-517.3000000000028,-2998.800000000009
6,458,-342.20000000000215,-399.9000000000012,-393.69999999999897,-379.79999999999876,-377.4000000000016,-395.5000000000016,-2288.5000000000045
7,558,-438.3000000000025,-502.20000000000005,-486.49999999999716,-479.6999999999981,-478.200000000001,-508.1000000000038,-2893.0000000000027
8,562,-438.10000000000326,-500.40000000000015,-500.799999999998,-481.2999999999962,-496.10000000000224,-499.4000000000019,-2916.1000000000017
9,588,-451.2000000000021,-505.7999999999978,-519.4000000000007,-521.4999999999999,-501.8000000000024,-530.5000000000039,-3030.200000000007
11,531,-406.2000000000034,-460.50000000000125,-474.20000000000164,-451.0999999999993,-425.80000000000115,-461.500000000003,-2679.3000000000097
12,504,-380.10000000000343,-437.3000000000011,-449.7000000000005,-426.4999999999994,-440.40000000000305,-428.60000000000235,-2562.6000000000095
13,481,-387.6000000000038,-415.400000000002,-423.89999999999895,-412.49999999999903,-383.3000000000019,-394.4000000000032,-2417.100000000009
14,567,-455.00000000000574,-505.40000000000174,-512.7000000000012,-470.89999999999645,-471.400000000001,-492.8000000000044,-2908.2000000000103
15,548,-430.7000000000037,-501.00000000000205,-481.5999999999978,-495.40000000000094,-498.60000000000406,-497.3000000000033,-2904.600000000012
16,493,-379.10000000000224,-421.6000000000006,-426.49999999999943,-412.899999999999,-391.80000000000285,-430.6000000000033,-2462.5000000000073
17,441,-342.600000000003,-387.0000000000033,-385.39999999999975,-366.6999999999994,-344.30000000000217,-377.60000000000343,-2203.600000000011
18,472,-352.30000000000274,-407.00000000000136,-414.1000000000013,-394.19999999999965,-371.00000000000125,-391.0000000000015,-2329.6000000000076
19,483,-357.1000000000024,-412.8000000000006,-423.3999999999999,-396.8999999999979,-407.9000000000022,-403.60000000000184,-2401.700000000005
21,588,-460.1000000000037,-508.1999999999971,-527.1999999999999,-514.4999999999985,-507.4000000000023,-532.1000000000045,-3049.5000000000064
22,536,-393.80000000000217,-463.3000000000016,-455.19999999999834,-462.29999999999967,-422.00000000000085,-471.30000000000297,-2667.9000000000055
23,580,-442.8000000000033,-511.60000000000144,-524.2999999999972,-480.3999999999951,-478.80000000000183,-521.5000000000031,-2959.4000000000024
24,523,-409.3000000000031,-449.30000000000064,-444.99999999999676,-447.7999999999996,-434.80000000000416,-480.0000000000038,-2666.200000000008
25,515,-382.30000000000234,-438.3000000000007,-452.60000000000076,-425.9999999999982,-417.5000000000017,-442.2000000000032,-2558.900000000007
26,536,-423.50000000000324,-470.7000000000007,-471.799999999999,-456.8999999999985,-449.60000000000065,-449.50000000000375,-2722.000000000006
27,497,-364.5000000000026,-405.5999999999985,-419.69999999999726,-420.90000000000015,-385.3000000000022,-393.000000000004,-2389.0000000000045
28,525,-392.2000000000028,-459.40000000000066,-444.59999999999786,-447.500000000001,-431.200000000004,-447.8000000000037,-2622.70000000001
29,629,-488.4000000000019,-557.8999999999974,-561.7999999999984,-575.6000000000009,-556.6000000000007,-557.800000000003,-3298.100000000002
31,473,-362.6000000000026,-428.00000000000233,-422.50000000000017,-406.70000000000016,-412.30000000000194,-407.20000000000175,-2439.300000000009
32,613,-484.90000000000373,-520.9999999999976,-553.5000000000009,-523.8999999999992,-527.900000000002,-535.4000000000042,-3146.6000000000076
33,529,-389.00000000000193,-460.099999999999,-478.40000000000015,-453.49999999999704,-444.60000000000116,-449.1000000000023,-2674.7000000000016
34,648,-521.5000000000049,-581.4000000000013,-584.2999999999986,-557.299999999997,-542.8000000000013,-586.6000000000033,-3373.900000000006
35,544,-423.9000000000033,-463.89999999999907,-475.9999999999967,-450.1999999999962,-473.599999999999,-483.90000000000265,-2771.499999999997
36,496,-370.3000000000021,-431.79999999999967,-418.99999999999665,-414.59999999999866,-386.90000000000185,-409.30000000000274,-2431.900000000002
37,604,-480.10000000000383,-515.6999999999949,-536.4999999999972,-535.099999999998,-558.9000000000015,-540.0000000000036,-3166.2999999999993
38,441,-322.5000000000006,-385.00000000000284,-372.699999999998,-370.5000000000001,-339.70000000000084,-384.6000000000018,-2175.000000000004
39,509,-381.2000000000034,-444.400000000001,-437.2999999999975,-427.09999999999803,-413.5000000000009,-434.0000000000018,-2537.5000000000027
41,523,-433.4000000000048,-458.199999999999,-463.40000000000066,-445.9999999999996,-434.300000000001,-450.90000000000185,-2686.200000000007
42,502,-384.40000000000214,-417.89999999999776,-449.3999999999986,-410.69999999999726,-400.8999999999989,-429.4000000000023,-2492.699999999997
43,496,-371.50000000000244,-427.79999999999956,-439.1000000000006,-417.2999999999975,-422.20000000000203,-406.5000000000034,-2484.400000000005
44,523,-371.30000000000206,-440.8999999999981,-458.9999999999966,-438.79999999999956,-419.0000000000003,-447.40000000000225,-2576.3999999999987
45,563,-434.50000000000216,-497.4999999999995,-508.1999999999981,-477.89999999999884,-473.6000000000038,-476.3000000000027,-2868.0000000000055
46,526,-402.9000000000037,-457.79999999999745,-462.2999999999998,-461.39999999999986,-436.900000000003,-478.60000000000275,-2699.9000000000065
47,481,-356.70000000000283,-429.30000000000285,-429.09999999999894,-404.19999999999806,-411.90000000000174,-433.00000000000273,-2464.200000000007
48,524,-428.7000000000045,-438.6999999999977,-456.09999999999917,-435.7999999999977,-412.9999999999988,-459.8000000000029,-2632.100000000001
49,432,-312.0000000000021,-368.9000000000003,-386.60000000000025,-363.69999999999897,-338.3999999999994,-371.50000000000273,-2141.100000000004
51,521,-383.90000000000265,-452.3000000000016,-451.8999999999982,-438.099999999999,-419.3000000000005,-450.7000000000025,-2596.2000000000044
52,495,-390.40000000000356,-431.3000000000015,-450.400000000001,-423.1999999999993,-433.90000000000333,-427.70000000000437,-2556.9000000000133
53,477,-358.2000000000027,-410.00000000000256,-412.79999999999876,-388.6999999999983,-374.3000000000027,-395.200000000002,-2339.200000000007
54,539,-406.500000000004,-474.600000000003,-473.6999999999986,-452.69999999999715,-460.2000000000042,-472.9000000000034,-2740.6000000000104
55,517,-393.3000000000029,-445.9000000000004,-461.99999999999943,-447.1999999999998,-433.2999999999995,-438.40000000000305,-2620.100000000005
56,582,-491.70000000000476,-522.1000000000004,-536.7000000000018,-508.0999999999974,-522.100000000005,-521.0000000000061,-3101.7000000000153
57,693,-578.9000000000059,-636.9000000000036,-638.6000000000015,-620.2000000000011,-622.7000000000015,-630.900000000002,-3728.2000000000157
58,727,-605.100000000004,-643.0999999999954,-688.2000000000015,-633.9999999999952,-653.7000000000015,-671.5000000000049,-3895.6000000000026
59,505,-358.0000000000031,-443.4000000000009,-440.8999999999986,-426.699999999999,-389.69999999999936,-432.50000000000284,-2491.2000000000035
