Episode,Steps,Agent0,Agent1,Agent2,Agent3,Agent4,Agent5,Total
0,698,-526.8000000000029,-616.8999999999966,-639.0999999999977,-691.1000000000016,-681.5000000000067,-675.7000000000083,-3831.100000000014
10,660,-488.70000000000374,-564.499999999996,-595.1999999999979,-610.2999999999997,-621.1000000000046,-580.7000000000021,-3460.500000000004
20,696,-526.8000000000042,-602.0999999999973,-619.4999999999957,-641.3000000000013,-635.3000000000048,-639.7000000000047,-3664.700000000008
30,624,-469.50000000000324,-530.0999999999957,-567.500000000001,-564.6999999999985,-570.7000000000024,-568.600000000006,-3271.1000000000067
40,676,-507.7000000000026,-593.099999999998,-627.3,-605.900000000001,-634.7000000000031,-619.100000000002,-3587.8000000000065
50,672,-508.2000000000031,-593.8999999999993,-611.6,-650.5000000000015,-644.3000000000059,-624.9000000000045,-3633.4000000000146
60,603,-451.60000000000224,-521.9999999999962,-546.2999999999961,-577.000000000003,-577.0000000000055,-541.6000000000016,-3215.500000000005
70,949,-788.9000000000046,-924.8000000000038,-909.000000000002,-894.5999999999992,-958.8000000000128,-956.0000000000083,-5432.100000000031
80,606,-495.9000000000044,-542.2999999999989,-553.2000000000025,-578.300000000003,-565.1000000000021,-531.5000000000014,-3266.3000000000125
90,608,-466.4000000000036,-547.7000000000006,-545.7999999999975,-564.1000000000032,-521.300000000002,-554.4000000000057,-3199.7000000000126
100,590,-456.100000000002,-526.0999999999958,-535.7999999999985,-548.9000000000003,-489.50000000000114,-524.3000000000037,-3080.7000000000016
110,473,-335.4000000000028,-401.0000000000007,-404.6999999999996,-410.19999999999845,-359.0000000000007,-378.4000000000029,-2288.7000000000053
120,502,-370.0000000000019,-440.7000000000016,-442.89999999999964,-454.7000000000013,-408.90000000000254,-438.10000000000315,-2555.3000000000097
130,530,-407.8000000000032,-455.30000000000086,-447.6999999999967,-452.4999999999982,-427.70000000000203,-470.4000000000038,-2661.4000000000046
140,552,-420.9000000000003,-469.8999999999979,-478.099999999998,-485.09999999999883,-457.10000000000286,-491.70000000000283,-2802.8000000000006
150,504,-389.6000000000024,-431.29999999999876,-443.69999999999936,-442.09999999999945,-406.700000000001,-425.1000000000017,-2538.5000000000027
160,514,-380.8000000000017,-445.9000000000005,-463.89999999999924,-446.2999999999974,-407.9000000000013,-431.7000000000034,-2576.5000000000036
170,562,-439.30000000000246,-499.6999999999996,-503.10000000000235,-481.69999999999703,-476.5000000000023,-519.3000000000042,-2919.600000000008
180,509,-375.4000000000023,-436.3999999999999,-448.8000000000003,-454.99999999999795,-408.40000000000066,-440.70000000000385,-2564.7000000000053
190,665,-548.8999999999997,-597.2000000000003,-607.9999999999998,-602.9999999999998,-578.4000000000017,-630.6000000000054,-3566.1000000000063
200,550,-421.30000000000257,-483.3,-474.0999999999997,-474.2999999999981,-462.10000000000196,-502.6000000000043,-2817.7000000000066
210,546,-424.7000000000019,-481.09999999999985,-489.8999999999971,-471.4999999999966,-467.1000000000031,-479.00000000000273,-2813.300000000001
220,496,-368.2000000000018,-426.1000000000014,-433.70000000000107,-412.4999999999979,-371.7000000000017,-418.2000000000044,-2430.4000000000083
230,499,-373.60000000000105,-420.9999999999982,-426.599999999998,-423.1999999999993,-414.0000000000013,-451.20000000000124,-2509.599999999999
240,488,-350.50000000000176,-409.10000000000105,-408.1999999999969,-410.50000000000085,-377.90000000000174,-401.80000000000365,-2358.000000000006
250,525,-398.6000000000022,-442.6000000000005,-449.6999999999993,-441.7999999999983,-404.00000000000153,-439.50000000000495,-2576.2000000000066
260,516,-384.3000000000025,-435.4999999999992,-454.80000000000047,-437.499999999997,-412.1000000000014,-445.3000000000018,-2569.5000000000027
270,518,-424.0000000000037,-442.0999999999991,-448.29999999999836,-454.3000000000004,-419.700000000003,-470.6000000000039,-2659.0000000000086
280,561,-428.40000000000333,-484.99999999999966,-498.20000000000005,-487.4000000000007,-482.9999999999993,-505.20000000000306,-2887.200000000006
290,534,-407.000000000002,-478.30000000000024,-477.89999999999867,-450.6999999999983,-441.50000000000205,-477.70000000000346,-2733.100000000005
300,592,-438.3000000000014,-515.4999999999982,-523.8999999999993,-503.2999999999972,-520.3000000000027,-534.7000000000036,-3036.0000000000023
310,477,-359.70000000000203,-416.80000000000337,-400.1999999999988,-410.59999999999906,-380.00000000000256,-396.7000000000014,-2364.0000000000073
320,520,-385.5000000000022,-453.30000000000075,-451.5999999999973,-452.10000000000014,-416.9000000000008,-459.3000000000029,-2618.700000000004
330,699,-549.1000000000033,-626.9999999999989,-650.8000000000003,-624.0000000000006,-606.2000000000028,-650.4000000000066,-3707.5000000000123
340,575,-438.8000000000023,-512.6000000000015,-504.19999999999817,-503.5999999999981,-488.20000000000323,-533.6000000000023,-2981.0000000000055
350,530,-373.7000000000034,-437.299999999998,-467.1999999999988,-437.2999999999988,-429.0999999999994,-436.5000000000029,-2581.1000000000013
360,492,-364.70000000000294,-405.299999999998,-429.09999999999906,-428.8999999999997,-386.90000000000197,-419.00000000000375,-2433.900000000005
370,503,-389.20000000000414,-441.6000000000019,-454.30000000000155,-431.39999999999816,-429.60000000000286,-445.0000000000036,-2591.100000000012
380,584,-467.5000000000036,-526.1000000000008,-528.1000000000016,-516.9000000000004,-512.1000000000055,-559.7000000000063,-3110.4000000000183
390,514,-378.6000000000021,-439.0999999999985,-451.1999999999997,-436.899999999999,-428.09999999999985,-445.0000000000027,-2578.900000000002
400,503,-344.5000000000012,-407.19999999999845,-426.59999999999957,-409.19999999999845,-396.4000000000026,-416.70000000000306,-2400.6000000000035
410,605,-457.9000000000046,-524.3999999999987,-557.0000000000019,-510.19999999999516,-523.2000000000029,-549.6000000000047,-3122.3000000000084
420,593,-475.3000000000031,-524.3999999999988,-555.0000000000009,-524.7999999999979,-508.2000000000014,-534.5000000000036,-3122.200000000006
430,476,-370.70000000000306,-414.10000000000116,-410.2999999999997,-405.5000000000002,-401.500000000002,-406.2000000000029,-2408.3000000000093
440,622,-498.2000000000044,-552.5000000000002,-557.4999999999983,-560.7000000000006,-544.300000000004,-575.0000000000044,-3288.2000000000126
450,531,-407.50000000000205,-477.39999999999907,-472.0999999999991,-468.59999999999957,-485.80000000000325,-459.800000000002,-2771.2000000000053
460,494,-372.8000000000032,-446.0999999999997,-449.3000000000011,-435.6999999999981,-453.30000000000194,-447.9000000000029,-2605.1000000000067
470,541,-397.30000000000285,-459.6000000000007,-447.39999999999776,-457.59999999999786,-416.0000000000014,-488.6000000000045,-2666.500000000005
480,597,-469.1000000000042,-519.7999999999948,-560.9000000000002,-510.59999999999457,-518.8000000000012,-543.4000000000053,-3122.6000000000004
490,554,-445.9000000000037,-498.49999999999955,-502.8999999999989,-493.9000000000006,-487.30000000000166,-492.6000000000043,-2921.100000000009
500,454,-331.30000000000257,-372.8999999999994,-395.30000000000007,-377.9000000000009,-342.2999999999997,-367.9000000000019,-2187.6000000000045
510,474,-349.6000000000019,-413.8999999999989,-415.7999999999989,-407.4999999999993,-413.70000000000164,-425.60000000000304,-2426.1000000000035
520,635,-480.80000000000246,-552.0000000000002,-562.0,-570.7999999999998,-535.600000000004,-561.7000000000054,-3262.900000000012
530,559,-433.70000000000346,-501.1999999999999,-500.2999999999984,-486.599999999999,-485.79999999999865,-495.3000000000028,-2902.9000000000024
540,674,-519.7000000000021,-619.9000000000028,-648.2000000000029,-599.3000000000008,-596.9000000000044,-613.9000000000034,-3597.900000000016
550,630,-505.10000000000446,-573.6999999999985,-575.4999999999953,-566.8999999999936,-561.0999999999996,-593.5000000000022,-3375.799999999994
560,493,-369.10000000000264,-436.80000000000086,-447.1000000000016,-430.4000000000013,-432.00000000000415,-436.00000000000347,-2551.400000000014
570,575,-426.4000000000029,-496.799999999999,-507.2000000000003,-497.39999999999947,-492.6000000000005,-500.90000000000356,-2921.3000000000056
580,510,-389.6000000000039,-445.70000000000186,-446.9999999999992,-428.0999999999986,-415.5000000000031,-451.80000000000376,-2577.7000000000103
590,501,-399.70000000000266,-452.19999999999834,-452.399999999997,-429.1999999999972,-434.4000000000016,-457.30000000000217,-2625.1999999999985
600,574,-435.30000000000376,-485.2999999999987,-514.0999999999997,-487.6999999999962,-470.3000000000012,-501.40000000000487,-2894.100000000004
610,625,-470.3000000000029,-564.9999999999989,-578.5000000000005,-563.1999999999999,-554.6000000000004,-549.3000000000043,-3280.900000000007
620,587,-451.00000000000233,-515.8000000000018,-535.2000000000006,-496.1999999999965,-478.3999999999999,-530.4000000000019,-3007.000000000003
630,550,-409.1000000000011,-497.5,-504.9999999999992,-479.49999999999795,-498.10000000000286,-500.0000000000038,-2889.200000000005
640,550,-443.6000000000041,-495.5000000000014,-479.2999999999986,-478.29999999999734,-459.5000000000023,-492.7000000000046,-2848.9000000000087
650,596,-452.30000000000206,-520.9000000000001,-535.2000000000008,-534.1000000000003,-505.90000000000265,-539.1000000000042,-3087.50000000001
660,524,-395.200000000003,-460.9000000000012,-456.5999999999964,-442.29999999999734,-453.9000000000023,-466.5000000000021,-2675.400000000003
670,549,-423.20000000000283,-477.39999999999765,-482.19999999999845,-474.3999999999998,-481.6000000000006,-492.1000000000033,-2830.9000000000024
680,508,-393.30000000000325,-440.69999999999936,-451.0999999999989,-441.2999999999996,-424.30000000000115,-441.8000000000024,-2592.5000000000045
690,537,-436.80000000000365,-469.00000000000085,-465.99999999999835,-456.9999999999992,-452.4000000000025,-480.00000000000387,-2761.200000000008
700,550,-408.1000000000032,-459.2999999999968,-491.70000000000107,-470.10000000000053,-458.1000000000013,-469.3000000000042,-2756.600000000007
710,523,-395.6000000000034,-462.20000000000033,-457.59999999999854,-458.59999999999985,-464.4000000000012,-478.30000000000246,-2716.7000000000057
720,557,-437.5000000000033,-486.19999999999675,-499.39999999999657,-500.799999999996,-497.20000000000016,-517.4000000000034,-2938.4999999999964
730,535,-392.10000000000264,-449.7999999999991,-468.8000000000017,-445.19999999999686,-427.60000000000036,-453.1000000000038,-2636.600000000005
740,611,-478.4000000000026,-541.399999999997,-557.5999999999993,-550.599999999996,-551.8000000000026,-558.8000000000036,-3238.6000000000013
750,501,-366.6000000000016,-436.20000000000124,-449.9000000000027,-421.59999999999826,-422.8000000000025,-423.9000000000029,-2521.0000000000095
760,499,-375.30000000000274,-437.600000000002,-434.39999999999947,-428.8000000000004,-411.2000000000021,-441.2000000000025,-2528.500000000009
770,519,-406.20000000000294,-446.5999999999992,-460.80000000000007,-441.7999999999989,-442.4000000000013,-466.9000000000025,-2664.700000000005
780,568,-421.00000000000244,-497.9000000000001,-497.19999999999743,-492.49999999999983,-475.9000000000033,-516.8000000000047,-2901.3000000000075
790,515,-389.40000000000305,-439.2000000000009,-454.80000000000183,-427.1999999999968,-421.4000000000016,-431.40000000000447,-2563.4000000000087
800,632,-496.0000000000025,-550.0999999999965,-585.6000000000003,-556.4999999999981,-554.0999999999993,-559.500000000005,-3301.800000000002
810,547,-414.30000000000405,-478.60000000000156,-486.4999999999993,-453.5999999999972,-456.0000000000012,-480.40000000000316,-2769.4000000000065
820,533,-421.50000000000364,-455.1999999999987,-482.0999999999991,-450.59999999999843,-458.6000000000021,-462.20000000000437,-2730.2000000000066
830,538,-404.70000000000203,-453.6999999999976,-492.3000000000027,-455.29999999999694,-461.70000000000255,-464.20000000000226,-2731.9000000000037
840,514,-397.2000000000023,-449.29999999999814,-462.0000000000006,-448.2999999999979,-454.50000000000404,-449.6000000000024,-2660.900000000005
850,569,-439.10000000000355,-499.9999999999986,-496.8999999999976,-495.0000000000002,-501.6000000000027,-507.20000000000385,-2939.8000000000065
860,509,-364.70000000000067,-438.2000000000009,-453.5000000000007,-423.39999999999804,-416.80000000000246,-445.30000000000297,-2541.900000000006
870,468,-345.5000000000011,-405.9000000000005,-413.9000000000007,-408.3000000000015,-393.3000000000032,-418.8000000000028,-2385.70000000001
880,522,-403.2000000000035,-442.7000000000004,-435.19999999999806,-431.2999999999981,-408.300000000002,-459.8000000000033,-2580.5000000000055
890,560,-432.20000000000266,-472.89999999999856,-496.0999999999993,-473.4999999999978,-474.30000000000064,-479.7000000000047,-2828.700000000004
900,563,-435.9000000000032,-507.6000000000006,-505.599999999999,-483.799999999998,-492.2000000000015,-521.5000000000017,-2946.6000000000045
910,509,-409.5000000000027,-452.20000000000067,-452.2000000000004,-434.39999999999765,-418.80000000000035,-458.2000000000035,-2625.300000000005
920,526,-409.0000000000042,-447.10000000000036,-466.60000000000105,-437.0999999999982,-420.5000000000001,-429.5000000000031,-2609.800000000007
930,666,-524.100000000004,-591.2999999999998,-596.3000000000019,-579.0999999999965,-556.7000000000023,-617.0000000000056,-3464.50000000001
940,512,-411.3000000000039,-449.90000000000185,-444.2999999999981,-434.49999999999795,-418.50000000000074,-459.00000000000364,-2617.5000000000064
